Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Target
50762,1,1,61,77,61,61,61.0,0.0,77,77,77.0,0.0,2718.569008,39.39955085,50762.0,0.0,50762,50762,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,19.69977542,19.69977542,61,77,66.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,99.5,61.0,77.0,32,0,0,0,0,0,0,1,61,1,77,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
125274,2,2,70,126,35,35,35.0,0.0,63,63,63.0,0.0,1564.570462,31.93000942,41758.0,72323.51353,125270,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,15.96500471,15.96500471,35,63,46.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,57.75,35.0,63.0,64,0,0,0,0,0,0,2,70,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
5873515,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.681023203,1957838.333,3390317.708,5872640,126,5873515,2936757.5,4151964.849,5872640,875,0,0.0,0.0,0,0,0,0,0,0,104,40,0.510767402,0.170255801,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
66993,2,2,60,188,30,30,30.0,0.0,94,94,94.0,0.0,3701.879301,59.70773066,22331.0,38674.9625,66989,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,64,40,29.85386533,29.85386533,30,94,55.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,69.5,30.0,94.0,64,0,0,0,0,0,0,2,60,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
167940,1,1,45,173,45,45,45.0,0.0,173,173,173.0,0.0,1298.082649,11.90901512,167940.0,0.0,167940,167940,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5.954507562,5.954507562,45,173,87.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,131.5,45.0,173.0,32,0,0,0,0,0,0,1,45,1,173,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
5170435,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.773629298,1723478.333,2984553.625,5169744,107,5170435,2585217.5,3655072.429,5169744,691,0,0.0,0.0,0,0,0,0,0,0,104,40,0.580221974,0.193407325,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
15420,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,778.2101167,129.7016861,15420.0,0.0,15420,15420,15420,15420.0,0.0,15420,15420,0,0.0,0.0,0,0,0,0,0,0,40,0,129.7016861,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
92,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,130434.7826,21739.13043,92.0,0.0,92,92,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10869.56522,10869.56522,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,64,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
27446,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,109.3055454,13723.0,19405.8385,27445,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,44,72.87036362,36.43518181,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,65535,61,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
222,2,2,104,360,52,52,52.0,0.0,180,180,180.0,0.0,2090090.09,18018.01802,74.0,86.0,170,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,9009.009009,9009.009009,52,180,103.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,129.0,52.0,180.0,64,0,0,0,0,0,0,2,104,2,360,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
119310770,36,53,1150,58180,223,0,31.94444444,60.18160348,1460,0,1097.735849,564.9976566,497.2727944,0.745951099,1355804.205,8797694.145,58800000,2,119000000,3408879.143,13800000.0,58800000,4,119000000,2290244.442,11400000.0,59000000,2,0,0,0,0,732,1072,0.301733029,0.44421807,0,1460,659.2222222,683.0013042,466490.7815,0,0,0,1,0,0,0,0,1,666.6292135,31.94444444,1097.735849,732,0,0,0,0,0,0,36,1150,53,58180,8192,33,35,20,836301.0,885986.4121,1462788,209814,58700000.0,150017.6534,58800000,58600000,0
3190224,5,5,782,1005,395,0,156.4,208.8164266,498,0,201.0,269.7665658,560.1487544,3.13457613,354469.3333,906012.7935,2764811,99,425413,106353.25,118460.9257,272966,458,3139647,784911.75,1455787.549,2967398,1592,0,0,0,0,112,112,1.567288065,1.567288065,0,498,162.4545455,223.4987086,49951.67273,0,0,0,1,0,0,0,0,1,178.7,156.4,201.0,112,0,0,0,0,0,0,5,782,5,1005,8192,114,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
5492846,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.728219943,1830948.667,3170390.281,5491800,108,5492846,2746423.0,3882549.387,5491800,1046,0,0.0,0.0,0,0,0,0,0,0,104,40,0.546164957,0.182054986,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
146440,1,1,49,148,49,49,49.0,0.0,148,148,148.0,0.0,1345.260858,13.65747064,146440.0,0.0,146440,146440,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.828735318,6.828735318,49,148,82.0,57.15767665,3267.0,0,0,0,0,0,0,0,0,1,123.0,49.0,148.0,32,0,0,0,0,0,0,1,49,1,148,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
144615,2,2,76,216,38,38,38.0,0.0,108,108,108.0,0.0,2019.154306,27.65964803,48205.0,83448.47903,144563,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,40,13.82982402,13.82982402,38,108,66.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,82.5,38.0,108.0,64,0,0,0,0,0,0,2,76,2,216,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
136603,3,4,438,858,438,0,146.0,252.8794179,858,0,214.5,429.0,9487.346544,51.24338411,22767.16667,33240.71335,86741,4,110341,55170.5,44647.42927,86741,23600,113032,37677.33333,62785.59932,110157,4,0,0,0,0,104,136,21.96145033,29.28193378,0,858,162.0,320.2802344,102579.4286,0,0,0,1,0,0,0,0,1,185.1428571,146.0,214.5,104,0,0,0,0,0,0,3,438,4,858,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
116652213,54,50,877,50452,492,0,16.24074074,74.21156274,1418,0,1009.04,630.8011738,440.0173703,0.891539023,1132545.757,3131656.276,10000000,1,117000000,2200985.151,4121659.922,10000000,1,111000000,2267871.735,4228655.138,10000000,2,0,0,0,0,1736,1608,0.462914493,0.42862453,0,1418,488.847619,662.3077048,438651.4958,0,0,0,1,0,0,0,0,0,493.5480769,16.24074074,1009.04,1736,0,0,0,0,0,0,54,877,50,50452,29200,357,4,32,87672.33333,177901.4012,652585,36190,9633345.083,1304750.303,10000000,5490228,0
276,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,43478.26087,7246.376812,276.0,0.0,276,276,276,276.0,0.0,276,276,0,0.0,0.0,0,0,0,0,0,0,40,0,7246.376812,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63241,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
24965,2,2,60,252,30,30,30.0,0.0,126,126,126.0,0.0,12497.4965,160.224314,8321.666667,14370.26824,24915,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,64,80.11215702,80.11215702,30,126,68.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,85.5,30.0,126.0,64,0,0,0,0,0,0,2,60,2,252,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
116075334,16,14,723,291,639,0,45.1875,158.3570728,285,0,20.78571429,76.06290774,8.735706072,0.258452842,4002597.724,4866049.041,10000000,38,116000000,7738355.6,4161068.983,10100000,8344,111000000,8525091.462,3767994.092,10100000,762,0,0,0,0,332,424,0.137841516,0.120611326,0,639,32.70967742,123.4123693,15230.6129,0,0,0,1,0,0,0,0,0,33.8,45.1875,20.78571429,332,0,0,0,0,0,0,16,723,14,291,8192,953,15,20,72271.90909,34293.00081,175530,61000,10000000.0,18460.72559,10000000,9961396,0
5214902,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.767032631,1738300.667,3010042.204,5213998,129,5214902,2607451.0,3686214.118,5213998,904,0,0.0,0.0,0,0,0,0,0,0,104,40,0.575274473,0.191758158,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
116932754,136,155,1559,280627,449,0,11.46323529,61.55755008,4344,0,1810.496774,963.074975,2413.233165,2.488609821,403216.3931,1939420.608,10000000,0,117000000,866168.5481,2782639.889,10000000,1,112000000,724139.461,2593703.885,10100000,1,0,0,0,0,5880,4968,1.163061635,1.325548186,0,4344,966.390411,1140.836688,1301508.349,0,0,0,1,0,0,0,0,1,969.7113402,11.46323529,1810.496774,5880,0,0,0,0,0,0,136,1559,155,280627,29200,1073,6,32,107754.0833,296336.9064,1048748,21802,9636642.0,1336385.883,10000000,5393128,0
286,2,2,82,338,41,41,41.0,0.0,169,169,169.0,0.0,1468531.469,13986.01399,95.33333333,121.3273808,233,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,6993.006993,6993.006993,41,169,92.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,115.25,41.0,169.0,64,0,0,0,0,0,0,2,82,2,338,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
88,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,136363.6364,22727.27273,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11363.63636,11363.63636,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
208,2,2,76,332,38,38,38.0,0.0,166,166,166.0,0.0,1961538.462,19230.76923,69.33333333,80.45081313,158,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,40,40,9615.384615,9615.384615,38,166,89.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,111.5,38.0,166.0,40,0,0,0,0,0,0,2,76,2,332,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
48333,4,2,160,144,40,40,40.0,0.0,72,72,72.0,0.0,6289.69855,124.1387872,9666.6,13232.06943,24233,3,24239,8079.666667,13989.19702,24233,3,4,4.0,0.0,4,4,0,0,0,0,128,40,82.75919144,41.37959572,40,72,49.14285714,15.61440117,243.8095238,0,0,0,0,0,0,0,0,0,57.33333333,40.0,72.0,128,0,0,0,0,0,0,4,160,2,144,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0
195,2,2,112,368,56,56,56.0,0.0,184,184,184.0,0.0,2461538.462,20512.82051,65.0,70.37755324,142,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,10256.41026,10256.41026,56,184,107.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,134.0,56.0,184.0,64,0,0,0,0,0,0,2,112,2,368,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
71716,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1338.61342,27.88777957,71716.0,0.0,71716,71716,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13.94388979,13.94388979,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
94600,4,4,160,1656,40,40,40.0,0.0,414,414,414.0,0.0,19196.61734,84.56659619,13514.28571,35486.29071,93989,2,94319,31439.66667,54449.90389,94313,3,94277,31425.66667,54425.65519,94271,2,0,0,0,0,104,104,42.2832981,42.2832981,40,414,206.2222222,197.1153075,38854.44444,0,0,0,0,0,0,0,0,1,232.0,40.0,414.0,104,0,0,0,0,0,0,4,160,4,1656,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
33999237,203,104,43906,72186,602,0,216.2857143,228.4931854,1068,0,694.0961538,362.6010276,3414.547215,9.0296144,111108.6176,291968.4683,2327590,2,34000000,168302.5644,346023.606,2327590,885,34000000,330088.3981,452793.4064,2328398,2,0,0,0,0,6504,3336,5.970722225,3.058892175,0,1068,376.9220779,360.651158,130069.2578,0,0,0,1,0,0,0,0,0,378.1498371,216.2857143,694.0961538,6504,0,0,0,0,0,0,203,43906,104,72186,29200,1176,101,32,0.0,0.0,0,0,0.0,0.0,0,0,1
114913990,19,18,1383,3992,435,0,72.78947368,161.1547148,796,0,221.7777778,366.446779,46.7741134,0.321979943,3192055.278,4573620.395,10100000,88,115000000,6382803.944,4663826.277,10100000,189,115000000,6758258.647,4558769.413,10100000,535,0,0,0,0,416,492,0.165341052,0.156638891,0,796,141.4473684,283.6068555,80432.84851,0,0,0,1,0,0,0,0,0,145.2702703,72.78947368,221.7777778,416,0,0,0,0,0,0,19,1383,18,3992,8192,292,16,20,82239.5,105662.8774,269968,23465,9491966.417,1265619.189,10100000,5828922,0
5395656,4,4,222,510,67,44,55.5,13.27905619,195,60,127.5,77.94228634,135.6646903,1.482674211,770808.0,2039170.935,5395213,3,5395369,1798456.333,3115012.548,5395363,3,5395506,1798502.0,3115091.645,5395500,3,0,0,0,0,80,80,0.741337105,0.741337105,44,195,86.22222222,62.37743538,3890.944444,0,0,0,0,0,0,0,0,1,97.0,55.5,127.5,80,0,0,0,0,0,0,4,222,4,510,-1,-1,3,20,153.0,0.0,153,153,5395213.0,0.0,5395213,5395213,0
5018586,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.797037253,1672862.0,2896880.965,5017892,127,5018586,2509293.0,3547694.728,5017892,694,0,0.0,0.0,0,0,0,0,0,0,104,40,0.59777794,0.199259313,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
5021476,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.796578536,1673825.333,2898467.242,5020687,95,5021476,2510738.0,3549603.917,5020687,789,0,0.0,0.0,0,0,0,0,0,0,104,40,0.597433902,0.199144634,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
50,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60000.0,25.0,33.9411255,49,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,20000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,243,305,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
5078793,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.787588705,1692931.0,2931489.08,5077923,125,5078793,2539396.5,3590018.605,5077923,870,0,0.0,0.0,0,0,0,0,0,0,104,40,0.590691528,0.196897176,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
224,2,2,64,120,32,32,32.0,0.0,60,60,60.0,0.0,821428.5714,17857.14286,74.66666667,127.5944095,222,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,80,8928.571429,8928.571429,32,60,43.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,54.0,32.0,60.0,80,0,0,0,0,0,0,2,64,2,120,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
178,2,2,82,138,41,41,41.0,0.0,69,69,69.0,0.0,1235955.056,22471.91011,59.33333333,63.75996654,128,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,64,40,11235.95506,11235.95506,41,69,52.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,65.25,41.0,69.0,64,0,0,0,0,0,0,2,82,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
157,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1350318.471,25477.70701,52.33333333,51.63655036,106,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,12738.8535,12738.8535,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
37747,2,2,64,238,32,32,32.0,0.0,119,119,119.0,0.0,8000.635812,105.9686863,12582.33333,21788.04446,37741,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,52.98434313,52.98434313,32,119,66.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,83.5,32.0,119.0,40,0,0,0,0,0,0,2,64,2,238,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
527,1,1,42,114,42,42,42.0,0.0,114,114,114.0,0.0,296015.1803,3795.066414,527.0,0.0,527,527,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1897.533207,1897.533207,42,114,66.0,41.56921938,1728.0,0,0,0,0,0,0,0,0,1,99.0,42.0,114.0,32,0,0,0,0,0,0,1,42,1,114,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
5492399,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.728279209,1830799.667,3170265.559,5491507,168,5492399,2746199.5,3882451.099,5491507,892,0,0.0,0.0,0,0,0,0,0,0,104,40,0.546209407,0.182069802,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
